m (mol/kg),gamma,Osmotic NH42HPO4,a_water,Beta(0) ,Beta(1),Beta(2),C(MX)
1.2,0.357,0.702,,-0.04109,-0.5231,0,-0.00344
1.4,0.335,0.686,,-0.04109,-0.5231,0,-0.00344
1.6,0.316,0.671,,-0.04109,-0.5231,0,-0.00344
1.8,0.299,0.655,,-0.04109,-0.5231,0,-0.00344
2.0,0.284,0.640,,-0.04109,-0.5231,0,-0.00344
2.5,0.251,0.602,,-0.04109,-0.5231,0,-0.00344
3.0,0.226,0.570,,-0.04109,-0.5231,0,-0.00344
3.5,0.205,0.541,,-0.04109,-0.5231,0,-0.00344
4.0,0.188,0.520,,-0.04109,-0.5231,0,-0.00344
4.5,0.177,0.504,,-0.04109,-0.5231,0,-0.00344
5.0,0.166,0.492,,-0.04109,-0.5231,0,-0.00344
5.5,0.156,0.482,,-0.04109,-0.5231,0,-0.00344
6.0,0.148,0.476,,-0.04109,-0.5231,0,-0.00344
7.0,0.134,0.473,,-0.04109,-0.5231,0,-0.00344
8.0,0.125,0.476,,-0.04109,-0.5231,0,-0.00344
9.0,0.120,0.484,,-0.04109,-0.5231,0,-0.00344
10.0,0.116,0.499,,-0.04109,-0.5231,0,-0.00344
11.0,0.112,0.514,,-0.04109,-0.5231,0,-0.00344
12.0,0.109,0.528,,-0.04109,-0.5231,0,-0.00344
13.0,0.106,0.541,,-0.04109,-0.5231,0,-0.00344
14.0,0.104,0.552,,-0.04109,-0.5231,0,-0.00344
15.0,0.102,0.563,,-0.04109,-0.5231,0,-0.00344
17.0,0.098,0.584,,-0.04109,-0.5231,0,-0.00344
19.0,0.096,0.608,,-0.04109,-0.5231,0,-0.00344
21.0,0.095,0.630,,-0.04109,-0.5231,0,-0.00344
23.0,0.094,0.650,,-0.04109,-0.5231,0,-0.00344
25.0,0.093,0.665,,-0.04109,-0.5231,0,-0.00344
27.0,0.091,0.672,,-0.04109,-0.5231,0,-0.00344
,,,,,,,
Electrolyte: (CH3)4NI,,,,,,,
m,Gamma,Osmotic,,,,,
0.1,0.708,0.885,,,,,
0.15,0.668,0.866,,,,,
0.2,0.630,0.846,,,,,
0.25,0.590,0.828,,,,,
,,,,,,,
Electrolyte: (C2H5)4NI,,,,,,,
m,Gamma,Osmotic,,,,,
0.1,0.683,0.855,,,,,
0.15,0.616,0.831,,,,,
0.2,0.568,0.806,,,,,
0.25,0.528,0.783,,,,,
0.3,0.496,0.762,,,,,
0.35,0.468,0.743,,,,,
0.4,0.445,0.726,,,,,
0.45,0.424,0.710,,,,,
0.5,0.406,0.696,,,,,
0.6,0.374,0.670,,,,,
0.7,0.346,0.648,,,,,
0.8,0.324,0.630,,,,,
0.9,0.306,0.615,,,,,
1.0,0.290,0.601,,,,,
1.2,0.263,0.574,,,,,
1.4,0.239,0.549,,,,,
1.6,0.221,0.528,,,,,
1.8,0.206,0.514,,,,,
1.9,0.199,0.510,,,,,
,,,,,,,
Electrolyte: (C3H7)4NI,,,,,,,
m,Gamma,Osmotic,,,,,
0.1,0.634,0.830,,,,,
0.15,0.572,0.794,,,,,
0.2,0.519,0.759,,,,,
0.25,0.476,0.727,,,,,
0.3,0.438,0.696,,,,,
0.35,0.406,0.669,,,,,
0.4,0.378,0.644,,,,,
0.45,0.354,0.622,,,,,
0.5,0.332,0.603,,,,,
,,,,,,,
m,Gamma,HCl,,0.1876,0.2501,0,-0.00154
0.1,0.796,0.943,,0.1876,0.2501,0,-0.00154
0.2,0.767,0.945,,0.1876,0.2501,0,-0.00154
0.3,0.756,0.952,,0.1876,0.2501,0,-0.00154
0.4,0.755,0.963,,0.1876,0.2501,0,-0.00154
0.5,0.757,0.974,,0.1876,0.2501,0,-0.00154
0.6,0.763,0.986,,0.1876,0.2501,0,-0.00154
0.7,0.772,0.998,,0.1876,0.2501,0,-0.00154
0.8,0.783,1.011,,0.1876,0.2501,0,-0.00154
0.9,0.795,1.025,,0.1876,0.2501,0,-0.00154
1,0.809,1.039,,0.1876,0.2501,0,-0.00154
1.2,0.840,1.067,,0.1876,0.2501,0,-0.00154
1.4,0.876,1.096,,0.1876,0.2501,0,-0.00154
1.6,0.916,1.126,,0.1876,0.2501,0,-0.00154
1.8,0.960,1.157,,0.1876,0.2501,0,-0.00154
2,1.009,1.188,,0.1876,0.2501,0,-0.00154
2.5,1.I47,1.266,,0.1876,0.2501,0,-0.00154
3,1.316,1.348,,0.1876,0.2501,0,-0.00154
3.5,1.518,1.431,,0.1876,0.2501,0,-0.00154
4,1.762,1.517,,0.1876,0.2501,0,-0.00154
4.5,2.04,1.598,,0.1876,0.2501,0,-0.00154
5,2.38,1.680,,0.1876,0.2501,0,-0.00154
5.5,2.77,1.763,,0.1876,0.2501,0,-0.00154
6,3.22,1.845,,0.1876,0.2501,0,-0.00154
,,,,,,,
m,Gamma,HBr,,0.2093,0.3401,0,0.001364
0.1,0.805,0.948,,0.2093,0.3401,0,0.001364
0.2,0.782,0.954,,0.2093,0.3401,0,0.001364
0.3,0.777,0.964,,0.2093,0.3401,0,0.001364
0.4,0.781,0.978,,0.2093,0.3401,0,0.001364
0.5,0.789,0.993,,0.2093,0.3401,0,0.001364
0.6,0.801,1.007,,0.2093,0.3401,0,0.001364
0.7,0.815,1.023,,0.2093,0.3401,0,0.001364
0.8,0.832,1.038,,0.2093,0.3401,0,0.001364
0.9,0.850,1.054,,0.2093,0.3401,0,0.001364
1,0.871,1.072,,0.2093,0.3401,0,0.001364
,,,,,,,
m,Gamma,HI,,0.2242,0.4685,0,0.004286
0.1,0.818,0.953,,0.2242,0.4685,0,0.004286
0.2,0.807,0.969,,0.2242,0.4685,0,0.004286
0.3,0.811,0.984,,0.2242,0.4685,0,0.004286
0.4,0.823,1.001,,0.2242,0.4685,0,0.004286
0.5,0.839,1.019,,0.2242,0.4685,0,0.004286
0.6,0.860,1.038,,0.2242,0.4685,0,0.004286
0.7,0.883,1.057,,0.2242,0.4685,0,0.004286
0.8,0.908,1.075,,0.2242,0.4685,0,0.004286
0.9,0.935,1.094,,0.2242,0.4685,0,0.004286
1,0.963,1.113,,0.2242,0.4685,0,0.004286
1.2,1.027,1.153,,0.2242,0.4685,0,0.004286
1.4,1.098,1.193,,0.2242,0.4685,0,0.004286
1.6,1.175,1.233,,0.2242,0.4685,0,0.004286
1.8,1.260,1.273,,0.2242,0.4685,0,0.004286
2,1.356,1.315,,0.2242,0.4685,0,0.004286
2.5,1.641,1.424,,0.2242,0.4685,0,0.004286
3,2.015,1.535,,0.2242,0.4685,0,0.004286
,,,,,,,
m,,HClO4,,0.1813,0.276,0,0.006718
0.1,0.803,0.947,,0.1813,0.276,0,0.006718
0.2,0.778,0.951,,0.1813,0.276,0,0.006718
0.3,0.768,0.958,,0.1813,0.276,0,0.006718
0.4,0.766,0.966,,0.1813,0.276,0,0.006718
0.5,0.769,0.976,,0.1813,0.276,0,0.006718
0.6,0.776,0.988,,0.1813,0.276,0,0.006718
0.7,0.785,1.000,,0.1813,0.276,0,0.006718
0.8,0.795,1.013,,0.1813,0.276,0,0.006718
0.9,0.808,1.026,,0.1813,0.276,0,0.006718
1,0.823,1.041,,0.1813,0.276,0,0.006718
1.2,0.858,1.072,,0.1813,0.276,0,0.006718
1.4,0.900,1.106,,0.1813,0.276,0,0.006718
1.6,0.947,1.141,,0.1813,0.276,0,0.006718
1.8,0.998,1.175,,0.1813,0.276,0,0.006718
2,1.055,1.210,,0.1813,0.276,0,0.006718
2.5,1.227,1.305,,0.1813,0.276,0,0.006718
3,1.448,1.406,,0.1813,0.276,0,0.006718
3.5,1.726,1.511,,0.1813,0.276,0,0.006718
4,2.08,1.622,,0.1813,0.276,0,0.006718
4.5,2.53,1.738,,0.1813,0.276,0,0.006718
5,3.11,1.860,,0.1813,0.276,0,0.006718
5.5,3.83,1.981,,0.1813,0.276,0,0.006718
6,4.76,2.106,,0.1813,0.276,0,0.006718
,,,,,,,
m,Gamma,HNO3,,0.111,0.3805,0,-0.00424
0.1,0.791,0.940,,0.111,0.3805,0,-0.00424
0.2,0.754,0.935,,0.111,0.3805,0,-0.00424
0.3,0.735,0.936,,0.111,0.3805,0,-0.00424
0.4,0.725,0.949,,0.111,0.3805,0,-0.00424
0.5,0.720,0.944,,0.111,0.3805,0,-0.00424
0.6,0.717,0.950,,0.111,0.3805,0,-0.00424
0.7,0.717,0.957,,0.111,0.3805,0,-0.00424
0.8,0.718,0.964,,0.111,0.3805,0,-0.00424
0.9,0.721,0.971,,0.111,0.3805,0,-0.00424
1,0.724,0.979,,0.111,0.3805,0,-0.00424
1.2,0.734,0.994,,0.111,0.3805,0,-0.00424
1.4,0.745,1.009,,0.111,0.3805,0,-0.00424
1.6,0.758,1.025,,0.111,0.3805,0,-0.00424
1.8,0.775,1.042,,0.111,0.3805,0,-0.00424
2,0.793,1.060,,0.111,0.3805,0,-0.00424
2.5,0.846,1.106,,0.111,0.3805,0,-0.00424
3,0.909,1.154,,0.111,0.3805,0,-0.00424
,,,,,,,
m,,LiOH,,,,,
0.1,0.760,0.920,,0.04217,-0.08799,0,-0.00065
0.2,0.702,0.902,,0.04217,-0.08799,0,-0.00065
0.3,0.665,0.899,,0.04217,-0.08799,0,-0.00065
0.4,0.638,0.881,,0.04217,-0.08799,0,-0.00065
0.5,0.617,0.875,,0.04217,-0.08799,0,-0.00065
0.6,0.599,0.869,,0.04217,-0.08799,0,-0.00065
0.7,0.585,0.866,,0.04217,-0.08799,0,-0.00065
0.8,0.573,0.863,,0.04217,-0.08799,0,-0.00065
0.9,0.563,0.861,,0.04217,-0.08799,0,-0.00065
1,0.554,0.860,,0.04217,-0.08799,0,-0.00065
1.2,0.542,0.863,,0.04217,-0.08799,0,-0.00065
1.4,0.532,0.866,,0.04217,-0.08799,0,-0.00065
1.6,0.525,0.870,,0.04217,-0.08799,0,-0.00065
1.8,0.518,0.872,,0.04217,-0.08799,0,-0.00065
2,0.513,0.875,,0.04217,-0.08799,0,-0.00065
2.5,0.503,0.882,,0.04217,-0.08799,0,-0.00065
3,0.494,0.886,,0.04217,-0.08799,0,-0.00065
3.5,0.487,0.889,,0.04217,-0.08799,0,-0.00065
4,0.481,0.892,,0.04217,-0.08799,0,-0.00065
,,,,,,,
m,,LiCl,,,,,
0.1,0.790,0.939,,0.1516,0.2975,0,0.003227
0.2,0.757,0.939,,0.1516,0.2975,0,0.003227
0.3,0.744,0.945,,0.1516,0.2975,0,0.003227
0.4,0.740,0.954,,0.1516,0.2975,0,0.003227
0.5,0.739,0.963,,0.1516,0.2975,0,0.003227
0.6,0.743,0.973,,0.1516,0.2975,0,0.003227
0.7,0.748,0.984,,0.1516,0.2975,0,0.003227
0.8,0.755,0.995,,0.1516,0.2975,0,0.003227
0.9,0.764,1.006,,0.1516,0.2975,0,0.003227
1,0.774,1.018,,0.1516,0.2975,0,0.003227
1.2,0.796,1.041,,0.1516,0.2975,0,0.003227
1.4,0.823,1.066,,0.1516,0.2975,0,0.003227
1.6,0.853,1.091,,0.1516,0.2975,0,0.003227
1.8,0.885,1.116,,0.1516,0.2975,0,0.003227
2,0.921,1.142,,0.1516,0.2975,0,0.003227
2.5,1.026,1.212,,0.1516,0.2975,0,0.003227
3,1.156,1.286,,0.1516,0.2975,0,0.003227
3.5,1.317,1.366,,0.1516,0.2975,0,0.003227
4,1.510,1.449,,0.1516,0.2975,0,0.003227
4.5,1.741,1.533,,0.1516,0.2975,0,0.003227
5,2.02,1.793,,0.1516,0.2975,0,0.003227
5.5,2.34,1.705,,0.1516,0.2975,0,0.003227
6,2.72,1.791,,0.1516,0.2975,0,0.003227
,,,,,,,
m,,LiBr,,0.1842,0.2363,0,0.003333
0.1,0.796,0.943,,0.1842,0.2363,0,0.003333
0.2,0.766,0.944,,0.1842,0.2363,0,0.003333
0.3,0.756,0.952,,0.1842,0.2363,0,0.003333
0.4,0.752,0.960,,0.1842,0.2363,0,0.003333
0.5,0.753,0.970,,0.1842,0.2363,0,0.003333
0.6,0.758,0.981,,0.1842,0.2363,0,0.003333
0.7,0.767,0.993,,0.1842,0.2363,0,0.003333
0.8,0.777,1.007,,0.1842,0.2363,0,0.003333
0.9,0.789,1.021,,0.1842,0.2363,0,0.003333
1,0.803,1.035,,0.1842,0.2363,0,0.003333
1.2,0.837,1.067,,0.1842,0.2363,0,0.003333
1.4,0.874,1.098,,0.1842,0.2363,0,0.003333
1.6,0.917,1.130,,0.1842,0.2363,0,0.003333
1.8,0.964,1.163,,0.1842,0.2363,0,0.003333
2,1.015,1.196,,0.1842,0.2363,0,0.003333
2.5,1.161,1.278,,0.1842,0.2363,0,0.003333
3,1.341,1.364,,0.1842,0.2363,0,0.003333
3.5,1.584,1.467,,0.1842,0.2363,0,0.003333
4,1.897,1.578,,0.1842,0.2363,0,0.003333
4.5,2.28,1.687,,0.1842,0.2363,0,0.003333
5,2.74,1.891,,0.1842,0.2363,0,0.003333
5.5,3.27,1.891,,0.1842,0.2363,0,0.003333
6,3.92,1.989,,0.1842,0.2363,0,0.003333
,,,,,,,
m,,LiI,,0.1903,0.478,0,0.00554
0.1,0.815,0.952,,0.1903,0.478,0,0.00554
0.2,0.802,0.960,,0.1903,0.478,0,0.00554
0.3,0.804,0.980,,0.1903,0.478,0,0.00554
0.4,0.813,0.995,,0.1903,0.478,0,0.00554
0.5,0.824,1.008,,0.1903,0.478,0,0.00554
0.6,0.838,1.022,,0.1903,0.478,0,0.00554
0.7,0.852,1.034,,0.1903,0.478,0,0.00554
0.8,0.870,1.049,,0.1903,0.478,0,0.00554
0.9,0.888,1.063,,0.1903,0.478,0,0.00554
1,0.910,1.080,,0.1903,0.478,0,0.00554
1.2,0.955,1.111,,0.1903,0.478,0,0.00554
1.4,1.007,1.143,,0.1903,0.478,0,0.00554
1.6,1.063,1.176,,0.1903,0.478,0,0.00554
1.8,1.127,1.212,,0.1903,0.478,0,0.00554
2,1.198,1.250,,0.1903,0.478,0,0.00554
2.5,1.418,1.351,,0.1903,0.478,0,0.00554
3,1.715,1.467,,0.1903,0.478,0,0.00554
,,,,,,,
m,,LiClO4,,0.1966,0.4182,0,0.000636
0.1,0.812,0.951,,0.1966,0.4182,0,0.000636
0.2,0.794,0.959,,0.1966,0.4182,0,0.000636
0.3,0.792,0.971,,0.1966,0.4182,0,0.000636
0.4,0.798,0.985,,0.1966,0.4182,0,0.000636
0.5,0-808,0.999,,0.1966,0.4182,0,0.000636
0.6,0.820,1.013,,0.1966,0.4182,0,0.000636
0.7,0.834,1.027,,0.1966,0.4182,0,0.000636
0.8,0.852,1.043,,0.1966,0.4182,0,0.000636
0.9,0.869,1.058,,0.1966,0.4182,0,0.000636
1,0.887,1.072,,0.1966,0.4182,0,0.000636
1.2,0.931,1.104,,0.1966,0.4182,0,0.000636
1.4,0.979,1.137,,0.1966,0.4182,0,0.000636
1.6,1.034,1.170,,0.1966,0.4182,0,0.000636
1.8,1.093,1.204,,0.1966,0.4182,0,0.000636
2,1.158,1.238,,0.1966,0.4182,0,0.000636
2.5,1.350,1.328,,0.1966,0.4182,0,0.000636
3,1.582,1.419,,0.1966,0.4182,0,0.000636
3.5,1.866,1.512,,0.1966,0.4182,0,0.000636
4,2.18,1.595,,0.1966,0.4182,0,0.000636
,,,,,,,
m,Gamma,LiNO3,,0.1343,0.3339,0,-0.00433
0.1,0.788,0.938,,0.1343,0.3339,0,-0.00433
0.2,0.752,0.935,,0.1343,0.3339,0,-0.00433
0.3,0.736,0.940,,0.1343,0.3339,0,-0.00433
0.4,0.728,0.946,,0.1343,0.3339,0,-0.00433
0.5,0.726,0.954,,0.1343,0.3339,0,-0.00433
0.6,0.727,0.962,,0.1343,0.3339,0,-0.00433
0.7,0.729,0.970,,0.1343,0.3339,0,-0.00433
0.8,0.733,0.978,,0.1343,0.3339,0,-0.00433
0.9,0.737,0.987,,0.1343,0.3339,0,-0.00433
1,0.743,0.997,,0.1343,0.3339,0,-0.00433
1.2,0.757,1.015,,0.1343,0.3339,0,-0.00433
1.4,0.774,1.033,,0.1343,0.3339,0,-0.00433
1.6,0.792,1.052,,0.1343,0.3339,0,-0.00433
1.8,0.812,1.070,,0.1343,0.3339,0,-0.00433
2,0.835,1.088,,0.1343,0.3339,0,-0.00433
2.5,0.896,1.134,,0.1343,0.3339,0,-0.00433
3,0.966,1.181,,0.1343,0.3339,0,-0.00433
3.5,1.044,1.227,,0.1343,0.3339,0,-0.00433
4,1.125,1.270,,0.1343,0.3339,0,-0.00433
4.5,1.215,1.312,,0.1343,0.3339,0,-0.00433
5,1.310,1.352,,0.1343,0.3339,0,-0.00433
5.5,1.407,1.387,,0.1343,0.3339,0,-0.00433
6,1.506,1.420,,0.1343,0.3339,0,-0.00433
,,,,,,,
m,Gamma,LiAc,,0.1081,0.257,0,-0.0042
0.1,0.784,0.935,,0.1081,0.257,0,-0.0042
0.2,0.742,0.928,,0.1081,0.257,0,-0.0042
0.3,0.721,0.929,,0.1081,0.257,0,-0.0042
0.4,0.709,0.931,,0.1081,0.257,0,-0.0042
0.5,0.700,0.935,,0.1081,0.257,0,-0.0042
0.6,0.691,0.940,,0.1081,0.257,0,-0.0042
0.7,0.689,0.945,,0.1081,0.257,0,-0.0042
0.8,0.688,0.951,,0.1081,0.257,0,-0.0042
0.9,0.688,0.956,,0.1081,0.257,0,-0.0042
1,0.689,0.962,,0.1081,0.257,0,-0.0042
1.2,0.693,0.975,,0.1081,0.257,0,-0.0042
1.4,0.700,0.988,,0.1081,0.257,0,-0.0042
1.6,0.709,1.001,,0.1081,0.257,0,-0.0042
1.8,0.719,1.014,,0.1081,0.257,0,-0.0042
2,0.729,1.027,,0.1081,0.257,0,-0.0042
2.5,0.762,1.061,,0.1081,0.257,0,-0.0042
3,0.798,1.093,,0.1081,0.257,0,-0.0042
3.5,0.837,1.123,,0.1081,0.257,0,-0.0042
4,0.877,1.153,,0.1081,0.257,0,-0.0042
,,,,,,,
m,Gamma,LiTol,,,,,
0.1,0.772,0.928,,,,,
0.2,0.723,0.917,,,,,
0.3,0.695,0.912,,,,,
0.4,0.674,0.908,,,,,
0.5,0.659,0.906,,,,,
0.6,0.647,0.906,,,,,
0.7,0.638,0.905,,,,,
0.8,0.630,0.905,,,,,
0.9,0.623,0.905,,,,,
1,0.617,0.905,,,,,
1.2,0.605,0.904,,,,,
1.4,0.595,0.902,,,,,
1.6,0.586,0.899,,,,,
1.8,0.575,0.894,,,,,
2,0.568,0.893,,,,,
2.5,0.558,0.899,,,,,
3,0.556,0.912,,,,,
3.5,0.559,0.930,,,,,
4,0.566,0.951,,,,,
,,,,,,,
m,,NaOH,,0.09226,0.2424,0,0.003343
0.1,0.766,0.925,,0.09226,0.2424,0,0.003343
0.2,0.727,0.925,,0.09226,0.2424,0,0.003343
0.3,0.708,0.929,,0.09226,0.2424,0,0.003343
0.4,0.697,0.933,,0.09226,0.2424,0,0.003343
0.5,0.690,0.937,,0.09226,0.2424,0,0.003343
0.6,0.685,0.941,,0.09226,0.2424,0,0.003343
0.7,0.681,0.945,,0.09226,0.2424,0,0.003343
0.8,0.679,0.949,,0.09226,0.2424,0,0.003343
0.9,0.678,0.953,,0.09226,0.2424,0,0.003343
1,0.678,0.958,,0.09226,0.2424,0,0.003343
1.2,0.681,0.969,,0.09226,0.2424,0,0.003343
1.4,0.686,0.980,,0.09226,0.2424,0,0.003343
1.6,0.692,0.991,,0.09226,0.2424,0,0.003343
1.8,0.700,1.015,,0.09226,0.2424,0,0.003343
2,0.709,1.035,,0.09226,0.2424,0,0.003343
2.5,0.743,1.054,,0.09226,0.2424,0,0.003343
3,0.784,1.094,,0.09226,0.2424,0,0.003343
3.5,0.835,1.139,,0.09226,0.2424,0,0.003343
4,0.903,1.195,,0.09226,0.2424,0,0.003343
4.5,0.985,1.255,,0.09226,0.2424,0,0.003343
5,1.077,1.314,,0.09226,0.2424,0,0.003343
5.5,1.181,1.374,,0.09226,0.2424,0,0.003343
6,1.299,1.434,,0.09226,0.2424,0,0.003343
,,,,0.09226,0.2424,0,0.003343
m,,NaF,,,,,
0.1,0.765,0.924,,0.02109,0.2183,0,-0.001
0.2,0.710,0.908,,0.02109,0.2183,0,-0.001
0.3,0.676,0.898,,0.02109,0.2183,0,-0.001
0.4,0.651,0.891,,0.02109,0.2183,0,-0.001
0.5,0.632,0.886,,0.02109,0.2183,0,-0.001
0.6,0.616,0.882,,0.02109,0.2183,0,-0.001
0.7,0.603,0.879,,0.02109,0.2183,0,-0.001
0.8,0.592,0.876,,0.02109,0.2183,0,-0.001
0.9,0.582,0.874,,0.02109,0.2183,0,-0.001
1,0.573,0.872,,0.02109,0.2183,0,-0.001
,,,,,,,
m,,NaCl,,0.07831,0.2677,0,0.000864
0.1,0.778,0.932,,0.07831,0.2677,0,0.000864
0.2,0.735,0.925,,0.07831,0.2677,0,0.000864
0.3,0.710,0.922,,0.07831,0.2677,0,0.000864
0.4,0.693,0.920,,0.07831,0.2677,0,0.000864
0.5,0.681,0.921,,0.07831,0.2677,0,0.000864
0.6,0.673,0.923,,0.07831,0.2677,0,0.000864
0.7,0.667,0.926,,0.07831,0.2677,0,0.000864
0.8,0.662,0.929,,0.07831,0.2677,0,0.000864
0.9,0.659,0.932,,0.07831,0.2677,0,0.000864
1,0.657,0.936,,0.07831,0.2677,0,0.000864
1.2,0.654,0.943,,0.07831,0.2677,0,0.000864
1.4,0.655,0.951,,0.07831,0.2677,0,0.000864
1.6,0.657,0.962,,0.07831,0.2677,0,0.000864
1.8,0.662,0.972,,0.07831,0.2677,0,0.000864
2,0.668,0.983,,0.07831,0.2677,0,0.000864
2.5,0.688,1.013,,0.07831,0.2677,0,0.000864
3,0.714,1.045,,0.07831,0.2677,0,0.000864
3.5,0.746,1.080,,0.07831,0.2677,0,0.000864
4,0.783,1.116,,0.07831,0.2677,0,0.000864
4.5,0.826,1.153,,0.07831,0.2677,0,0.000864
5,0.874,1.192,,0.07831,0.2677,0,0.000864
5.5,0.928,1.231,,0.07831,0.2677,0,0.000864
6,0.986,1.271,,0.07831,0.2677,0,0.000864
,,,,,,,
m,,NaBr,,0.1083,0.239,0,-0.00104
0.1,0.782,0.934,,0.1083,0.239,0,-0.00104
0.2,0.741,0.928,,0.1083,0.239,0,-0.00104
0.3,0.719,0.928,,0.1083,0.239,0,-0.00104
0.4,0.704,0.929,,0.1083,0.239,0,-0.00104
0.5,0.697,0.931,,0.1083,0.239,0,-0.00104
0.6,0.692,0.933,,0.1083,0.239,0,-0.00104
0.7,0.689,0.937,,0.1083,0.239,0,-0.00104
0.8,0.687,0.942,,0.1083,0.239,0,-0.00104
0.9,0.687,0.947,,0.1083,0.239,0,-0.00104
1,0.687,0.953,,0.1083,0.239,0,-0.00104
1.2,0.692,0.969,,0.1083,0.239,0,-0.00104
1.4,0.699,0.983,,0.1083,0.239,0,-0.00104
1.6,0.706,0.997,,0.1083,0.239,0,-0.00104
1.8,0.718,1.012,,0.1083,0.239,0,-0.00104
2,0.731,1.028,,0.1083,0.239,0,-0.00104
2.5,0.768,1.067,,0.1083,0.239,0,-0.00104
3,0.812,1.107,,0.1083,0.239,0,-0.00104
3.5,0.865,1.150,,0.1083,0.239,0,-0.00104
4,0.929,1.199,,0.1083,0.239,0,-0.00104
,,,,,,,
m,,NaI,,0.1261,0.317,0,0.00026
0.1,0.787  ,0.938,,0.1261,0.317,0,0.00026
0.2,0.751  ,0.936,,0.1261,0.317,0,0.00026
0.3,0.735  ,0.939,,0.1261,0.317,0,0.00026
0.4,0.727  ,0.943,,0.1261,0.317,0,0.00026
0.5,0.723,0.952,,0.1261,0.317,0,0.00026
0.6,0.723  ,0.959,,0.1261,0.317,0,0.00026
0.7,0.724  ,0.967,,0.1261,0.317,0,0.00026
0.8,0.727  ,0.975,,0.1261,0.317,0,0.00026
0.9,0.731  ,0.983,,0.1261,0.317,0,0.00026
1,0.736  ,0.991,,0.1261,0.317,0,0.00026
1.2,0.747  ,1.007,,0.1261,0.317,0,0.00026
1.4,0.763  ,1.025,,0.1261,0.317,0,0.00026
1.6,0.780  ,1.043,,0.1261,0.317,0,0.00026
1.8,0.799  ,1.061,,0.1261,0.317,0,0.00026
2,0.820  ,1.079,,0.1261,0.317,0,0.00026
2.5,0.883  ,1.129,,0.1261,0.317,0,0.00026
3,0.963  ,1.188,,0.1261,0.317,0,0.00026
3.5,1.053,1.243,,0.1261,0.317,0,0.00026
,,,,,,,
m,,NaClO3,,,,,
0.1,0.772  ,0.927,,0.0185,0.286,0,0.002029
0.2,0.720  ,0.913,,0.0185,0.286,0,0.002029
0.3,0.688  ,0.904,,0.0185,0.286,0,0.002029
0.4,0.664  ,0.897,,0.0185,0.286,0,0.002029
0.5,0.645  ,0.892,,0.0185,0.286,0,0.002029
0.6,0.630  ,0.888,,0.0185,0.286,0,0.002029
0.7,0.617  ,0.885,,0.0185,0.286,0,0.002029
0.8,0.606  ,0.883,,0.0185,0.286,0,0.002029
0.9,0.597  ,0.882,,0.0185,0.286,0,0.002029
1,0.589  ,0.880,,0.0185,0.286,0,0.002029
1.2,0.575  ,0.878,,0.0185,0.286,0,0.002029
1.4,0.563  ,0.876,,0.0185,0.286,0,0.002029
1.6,0.553  ,0.874,,0.0185,0.286,0,0.002029
1.8,0.545  ,0.875,,0.0185,0.286,0,0.002029
2,0.538  ,0.876,,0.0185,0.286,0,0.002029
2.5,0.525  ,0.879,,0.0185,0.286,0,0.002029
3,0.515  ,0.881,,0.0185,0.286,0,0.002029
3.5,0.508,0.886,,0.0185,0.286,0,0.002029
,,,,,,,
m,,NaClO4,,0.05422,0.2861,0,-0.00098
0.1,0.775,0.930,,0.05422,0.2861,0,-0.00098
0.2,0.729,0.920,,0.05422,0.2861,0,-0.00098
0.3,0.701,0.915,,0.05422,0.2861,0,-0.00098
0.4,0.683,0.912,,0.05422,0.2861,0,-0.00098
0.5,0.668,0.910,,0.05422,0.2861,0,-0.00098
0.6,0.656,0.909,,0.05422,0.2861,0,-0.00098
0.7,0.648,0.910,,0.05422,0.2861,0,-0.00098
0.8,0.641,0.911,,0.05422,0.2861,0,-0.00098
0.9,0.635,0.912,,0.05422,0.2861,0,-0.00098
1,0.629,0.913,,0.05422,0.2861,0,-0.00098
1.2,0.622,0.916,,0.05422,0.2861,0,-0.00098
1.4,0.616,0.920,,0.05422,0.2861,0,-0.00098
1.6,0.613,0.925,,0.05422,0.2861,0,-0.00098
1.8,0.611,0.930,,0.05422,0.2861,0,-0.00098
2,0.609,0.934,,0.05422,0.2861,0,-0.00098
2.5,0.609,0.947,,0.05422,0.2861,0,-0.00098
3,0.611,0.960,,0.05422,0.2861,0,-0.00098
3.5,0.617,0.975,,0.05422,0.2861,0,-0.00098
4,0.626,0.991,,0.05422,0.2861,0,-0.00098
4.5,0.637,1.008,,0.05422,0.2861,0,-0.00098
5,0.649,1.025,,0.05422,0.2861,0,-0.00098
5.5,0.662,1.042,,0.05422,0.2861,0,-0.00098
6,0.677,1.060,,0.05422,0.2861,0,-0.00098
,,,,,,,
m,,NaBrO3,,-0.02574,0.2161,0,0.00756
0.1,0.758,0.918,,-0.02574,0.2161,0,0.00756
0.2,0.696,0.902,,-0.02574,0.2161,0,0.00756
0.3,0.657,0.890,,-0.02574,0.2161,0,0.00756
0.4,0.628,0.873,,-0.02574,0.2161,0,0.00756
0.5,0.605,0.863,,-0.02574,0.2161,0,0.00756
0.6,0.585,0.857,,-0.02574,0.2161,0,0.00756
0.7,0.569,0.851,,-0.02574,0.2161,0,0.00756
0.8,0.554,0.845,,-0.02574,0.2161,0,0.00756
0.9,0.541,0.839,,-0.02574,0.2161,0,0.00756
1,0.528,0.833,,-0.02574,0.2161,0,0.00756
1.2,0.507,0.824,,-0.02574,0.2161,0,0.00756
1.4,0.489,0.815,,-0.02574,0.2161,0,0.00756
